@RELATION essay
@ATTRIBUTE length REAL
@ATTRIBUTE avg_word_length REAL
@ATTRIBUTE avg_sentence_length REAL
@ATTRIBUTE num_yous REAL
@ATTRIBUTE percent_distinct_words REAL
@ATTRIBUTE score {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60}
@DATA
43,4.09302325581,11.5,2,0.720930232558,1
32,3.9375,11.3333333333,0,0.84375,0
137,4.58394160584,12.3333333333,2,0.678832116788,1
131,3.57251908397,27.0,0,0.683168316832,2
68,4.41176470588,23.3333333333,0,0.597014925373,1
77,4.58441558442,16.2,0,0.74025974026,1
102,4.56862745098,15.4285714286,0,0.637254901961,2
31,4.38709677419,11.0,0,0.806451612903,0
92,4.36956521739,19.2,0,0.663043478261,1
126,4.99206349206,18.8571428571,0,0.68253968254,3
65,4.35384615385,22.3333333333,1,0.8,1
62,4.38709677419,16.25,0,0.672131147541,0
238,4.28151260504,16.8,0,0.491525423729,2
67,4.5671641791,23.0,0,0.731343283582,1
59,4.25423728814,9.28571428571,2,0.745762711864,1
63,4.25396825397,32.0,0,0.730158730159,1
200,4.635,25.875,0,0.636363636364,2
140,4.77142857143,28.8,0,0.642857142857,2
139,4.47482014388,18.25,0,0.611510791367,3
133,4.41353383459,19.8571428571,1,0.624060150376,2
42,4.04761904762,21.5,0,0.717948717949,0
154,4.27922077922,18.0,0,0.559210526316,2
25,4.8,13.0,0,0.8,0
44,4.36363636364,11.75,0,0.727272727273,1
105,4.0380952381,53.0,1,0.628571428571,0
128,4.328125,13.7,0,0.728,2
91,4.50549450549,16.0,2,0.7,2
28,4.71428571429,14.5,0,0.892857142857,1
92,4.40217391304,19.2,0,0.565217391304,2
45,4.48888888889,15.6666666667,0,0.911111111111,0
25,4.64,9.0,0,0.72,0
116,4.78448275862,20.1666666667,0,0.534482758621,2
71,4.69014084507,15.0,0,0.577464788732,1
80,5.25,16.8,0,0.675,2
86,4.79069767442,11.625,0,0.720930232558,2
151,3.24503311258,19.75,0,0.541353383459,2
133,3.96240601504,19.8571428571,1,0.616541353383,2
140,4.35714285714,16.4444444444,0,0.65,2
80,3.925,14.1666666667,0,0.7625,0
100,4.25,17.5,0,0.68,1
34,5.11764705882,12.0,0,0.823529411765,1
83,4.25301204819,17.4,0,0.614457831325,0
215,4.71162790698,14.375,0,0.558139534884,3
80,4.8625,14.1666666667,0,0.7125,1
208,4.60096153846,15.7857142857,0,0.586538461538,3
73,4.46575342466,15.4,0,0.671232876712,1
51,4.27450980392,17.6666666667,0,0.72,1
76,4.18421052632,16.0,0,0.631578947368,0
73,4.38356164384,19.0,0,0.767123287671,1
56,4.78571428571,12.0,1,0.714285714286,1
71,4.78873239437,24.3333333333,0,0.760563380282,2
93,4.35483870968,14.1428571429,2,0.731182795699,2
108,4.35185185185,18.8333333333,0,0.675925925926,3
55,4.34545454545,14.5,0,0.830188679245,1
151,4.7417218543,19.75,0,0.64,3
49,4.4693877551,13.0,0,0.659574468085,2
145,4.57931034483,25.0,0,0.546762589928,2
23,4.65217391304,12.0,0,0.869565217391,0
89,3.87640449438,15.6666666667,0,0.550561797753,1
153,4.25490196078,31.4,0,0.529411764706,2
44,4.95454545455,11.75,0,0.636363636364,1
37,4.40540540541,19.0,0,0.72972972973,1
135,3.80740740741,14.4,1,0.648648648649,3
75,4.01333333333,75.0,0,0.621621621622,1
39,3.66666666667,20.0,0,0.692307692308,0
113,4.43362831858,38.3333333333,0,0.663716814159,2
99,4.22222222222,20.6,0,0.676767676768,2
46,4.36956521739,16.0,0,0.760869565217,0
88,4.85227272727,18.4,0,0.738636363636,3
22,4.0,11.5,2,0.818181818182,1
62,4.11290322581,13.2,0,0.661290322581,1
21,4.0,7.66666666667,0,0.809523809524,0
63,3.66666666667,16.5,0,0.571428571429,0
39,4.33333333333,10.5,0,0.692307692308,1
103,4.02912621359,21.4,1,0.637254901961,2
78,4.29487179487,13.8333333333,5,0.662337662338,1
73,4.17808219178,15.4,0,0.561643835616,1
156,4.10897435897,23.1428571429,0,0.562091503268,3
130,4.91538461538,12.7272727273,0,0.661538461538,3
108,5.00925925926,9.91666666667,0,0.722222222222,2
117,4.47863247863,17.5714285714,0,0.589743589744,2
70,4.47142857143,35.5,0,0.739130434783,1
77,4.01298701299,26.3333333333,0,0.584415584416,2
149,4.46979865772,19.5,0,0.583333333333,2
82,4.12195121951,12.5714285714,0,0.675,1
220,4.55454545455,28.375,0,0.495454545455,3
116,4.41379310345,15.375,0,0.629310344828,2
95,4.14736842105,24.5,0,0.663157894737,1
67,4.25373134328,17.5,0,0.582089552239,1
83,4.46987951807,21.5,0,0.698795180723,0
29,4.10344827586,15.0,0,0.862068965517,0
149,4.0,22.1428571429,0,0.615384615385,3
116,3.99137931034,24.0,0,0.5,2
175,4.37142857143,25.8571428571,0,0.618497109827,3
71,4.46478873239,18.5,0,0.671428571429,1
95,4.06315789474,16.6666666667,0,0.642105263158,2
164,4.53048780488,21.375,0,0.536585365854,2
67,4.53731343284,17.5,0,0.641791044776,1
96,4.51041666667,14.5714285714,0,0.736842105263,2
26,4.5,13.5,0,0.846153846154,0
134,4.5,20.0,0,0.699248120301,2
56,4.625,12.0,0,0.660714285714,1
20,5.2,10.5,0,0.95,0
34,4.61764705882,17.5,0,0.764705882353,0
37,4.83783783784,13.0,0,0.891891891892,0
56,4.73214285714,12.0,0,0.785714285714,2
36,3.97222222222,9.75,0,0.75,1
23,4.73913043478,23.0,0,0.869565217391,1
91,4.47252747253,19.0,0,0.736263736264,2
110,4.64545454545,10.9090909091,0,0.6,2
136,4.42647058824,17.875,0,0.625,2
90,4.77777777778,15.8333333333,0,0.711111111111,2
69,5.11594202899,23.6666666667,0,0.695652173913,0
73,4.17808219178,25.0,0,0.739726027397,0
65,4.18461538462,17.0,0,0.753846153846,1
237,4.26582278481,14.1111111111,0,0.557939914163,3
145,4.74482758621,14.0909090909,0,0.627586206897,2
103,4.55339805825,12.3333333333,0,0.621359223301,1
103,4.02912621359,15.5714285714,0,0.572815533981,2
102,4.05882352941,21.2,0,0.656862745098,2
50,4.62,17.3333333333,0,0.74,1
106,4.71698113208,18.5,0,0.594339622642,2
58,4.51724137931,29.5,0,0.775862068966,0
51,4.37254901961,13.5,0,0.764705882353,1
151,4.19867549669,13.5,0,0.615894039735,2
86,4.29069767442,13.1428571429,0,0.593023255814,1
51,4.07843137255,9.33333333333,2,0.8,1
143,4.74825174825,16.7777777778,0,0.699300699301,2
209,4.14354066986,17.0,0,0.537313432836,3
136,4.125,20.2857142857,0,0.514705882353,0
124,4.45161290323,21.5,0,0.620967741935,2
51,4.41176470588,13.5,0,0.705882352941,1
29,4.37931034483,10.3333333333,0,0.620689655172,0
178,4.56741573034,18.7,2,0.623595505618,2
18,4.83333333333,9.5,0,0.944444444444,1
116,4.72413793103,15.375,0,0.655172413793,2
88,4.35227272727,18.4,0,0.738636363636,1
130,3.88461538462,26.8,0,0.558139534884,2
238,4.29831932773,22.5454545455,0,0.579831932773,3
124,4.99193548387,9.78571428571,1,0.532258064516,2
40,4.15,14.0,0,0.794871794872,1
88,4.81818181818,13.4285714286,0,0.625,0
133,3.72932330827,17.5,0,0.5625,2
47,4.31914893617,16.3333333333,0,0.744680851064,1
175,4.53142857143,18.4,0,0.620689655172,3
39,3.46153846154,20.0,0,0.685714285714,0
214,4.06542056075,24.6666666667,3,0.542056074766,2
106,4.30188679245,12.6666666667,5,0.6,0
124,4.24193548387,14.6666666667,0,0.691056910569,2
116,4.3275862069,20.1666666667,0,0.706896551724,2
65,4.44615384615,22.3333333333,3,0.646153846154,0
52,4.57692307692,13.75,0,0.730769230769,1
42,4.33333333333,21.5,0,0.785714285714,1
47,4.31914893617,16.3333333333,0,0.765957446809,1
93,4.44086021505,16.3333333333,0,0.663043478261,2
19,4.15789473684,10.0,0,0.842105263158,0
84,4.04761904762,14.8333333333,3,0.75,2
62,4.11290322581,16.25,2,0.677419354839,1
74,4.10810810811,19.25,0,0.716216216216,2
61,4.60655737705,13.0,1,0.733333333333,2
94,4.37234042553,11.3333333333,1,0.691489361702,2
113,4.43362831858,13.4444444444,0,0.548672566372,0
90,4.82222222222,15.8333333333,0,0.733333333333,2
40,4.4,14.0,0,0.846153846154,0
122,4.81147540984,12.0,0,0.631147540984,1
158,4.48734177215,13.0769230769,0,0.563291139241,3
102,4.62745098039,17.8333333333,0,0.693069306931,1
107,4.31775700935,22.2,0,0.679245283019,2
88,4.48863636364,15.5,1,0.681818181818,1
180,4.0,26.5714285714,0,0.526011560694,0
17,3.82352941176,9.0,0,0.941176470588,0
44,4.27272727273,11.75,0,0.878048780488,0
87,3.79310344828,44.0,0,0.551724137931,1
53,4.11320754717,18.3333333333,0,0.792452830189,1
110,4.60909090909,19.1666666667,1,0.681818181818,2
117,4.20512820513,20.3333333333,0,0.65811965812,3
187,4.18181818182,19.6,0,0.521505376344,2
82,4.0,17.2,2,0.682926829268,1
52,4.07692307692,18.0,1,0.692307692308,1
92,4.47826086957,19.2,0,0.684782608696,2
20,4.35,10.5,0,0.9,0
35,4.42857142857,9.5,0,0.657142857143,1
82,4.31707317073,21.25,1,0.719512195122,1
142,4.12676056338,21.1428571429,0,0.507142857143,2
31,4.35483870968,31.0,0,0.870967741935,1
269,4.39776951673,21.6153846154,0,0.579925650558,3
193,4.22797927461,22.3333333333,1,0.581151832461,3
165,4.58181818182,15.9090909091,1,0.642424242424,2
79,4.12658227848,20.5,0,0.582278481013,1
228,4.35964912281,19.9166666667,0,0.5,3
73,4.30136986301,19.0,0,0.602739726027,1
62,4.03225806452,21.3333333333,4,0.786885245902,1
57,4.40350877193,9.0,0,0.719298245614,1
40,4.725,14.0,0,0.825,0
38,4.63157894737,13.3333333333,0,0.736842105263,0
46,4.78260869565,12.25,0,0.760869565217,1
41,4.0243902439,14.3333333333,0,0.731707317073,1
126,3.61111111111,26.0,0,0.62037037037,2
131,4.58778625954,17.25,0,0.707692307692,2
75,4.21333333333,15.8,0,0.6,1
64,4.359375,22.0,0,0.65625,1
65,3.98461538462,13.8,2,0.692307692308,1
79,4.46835443038,14.0,0,0.692307692308,1
48,4.66666666667,24.5,0,0.75,1
87,4.04597701149,29.6666666667,0,0.64367816092,2
57,4.21052631579,15.0,1,0.754385964912,0
37,4.02702702703,37.0,1,0.810810810811,0
28,4.28571428571,14.5,1,0.821428571429,1
23,4.47826086957,23.0,0,0.869565217391,1
71,4.25352112676,36.0,0,0.605633802817,1
23,4.04347826087,12.0,0,0.913043478261,0
26,3.0,13.5,0,0.875,1
123,3.9593495935,16.25,1,0.593495934959,2
167,4.84431137725,17.6,0,0.532934131737,2
57,4.0701754386,15.0,0,0.666666666667,1
78,4.39743589744,20.25,2,0.592105263158,2
24,3.54166666667,12.5,0,0.833333333333,0
177,4.44632768362,17.0,0,0.666666666667,1
172,4.69186046512,16.5454545455,0,0.511627906977,2
16,4.375,8.5,0,1.0,0
143,4.31468531469,21.2857142857,0,0.661870503597,2
193,4.41968911917,22.3333333333,0,0.575129533679,2
184,4.26630434783,16.25,0,0.612021857923,3
115,4.25217391304,13.6666666667,0,0.573913043478,2
125,4.224,16.5,0,0.608,2
60,4.4,20.6666666667,0,0.75,1
90,4.42222222222,9.9,0,0.566666666667,1
110,4.30909090909,8.78571428571,0,0.654545454545,2
128,4.8359375,22.1666666667,0,0.65625,3
53,4.56603773585,18.3333333333,2,0.846153846154,0
161,4.72049689441,23.8571428571,1,0.608695652174,2
106,4.46226415094,22.0,0,0.650943396226,1
140,3.17857142857,18.375,0,0.663636363636,1
60,4.63333333333,15.75,0,0.5,1
46,4.13043478261,12.25,1,0.826086956522,1
87,4.54022988506,13.2857142857,0,0.701149425287,2
94,4.85106382979,12.625,2,0.734042553191,3
168,4.20833333333,19.5555555556,0,0.565476190476,3
104,3.95192307692,21.6,0,0.601941747573,1
138,4.27536231884,20.5714285714,0,0.550724637681,2
241,4.41493775934,21.0,0,0.548117154812,3
77,4.42857142857,11.8571428571,0,0.61038961039,0
117,4.25641025641,17.5714285714,0,0.606837606838,2
53,3.8679245283,11.4,0,0.735849056604,1
111,4.28828828829,16.7142857143,0,0.693693693694,2
116,4.12931034483,17.4285714286,0,0.637931034483,2
37,3.91891891892,19.0,2,0.837837837838,1
84,4.5119047619,28.6666666667,0,0.642857142857,0
87,3.22988505747,22.5,0,0.583333333333,1
200,4.59,16.3076923077,0,0.585,2
154,4.54545454545,26.5,0,0.640522875817,2
75,4.17333333333,15.8,0,0.733333333333,2
165,4.33333333333,21.5,1,0.624242424242,3
60,4.35,15.75,0,0.65,1
134,4.23880597015,17.625,0,0.664179104478,3
161,4.64596273292,23.8571428571,0,0.666666666667,3
81,4.40740740741,21.0,0,0.728395061728,1
130,3.56153846154,22.5,3,0.634146341463,1
35,4.17142857143,12.3333333333,0,0.771428571429,0
72,4.54166666667,11.1428571429,0,0.652777777778,2
50,4.44,13.25,0,0.74,1
98,3.9387755102,17.1666666667,0,0.625,3
107,4.32710280374,18.6666666667,1,0.626168224299,1
60,4.61666666667,15.75,0,0.816666666667,1
100,4.47,20.8,0,0.66,2
128,4.1796875,19.1428571429,0,0.6171875,2
243,4.52263374486,19.6153846154,0,0.526970954357,1
10,3.8,5.5,0,0.9,1
63,3.79365079365,63.0,0,0.539682539683,1
143,4.23776223776,16.7777777778,3,0.601398601399,1
213,4.779342723,18.6666666667,0,0.511737089202,2
100,4.46,13.375,0,0.7,2
149,4.47651006711,12.3846153846,0,0.630872483221,2
68,4.41176470588,14.4,0,0.647058823529,0
81,3.86419753086,14.3333333333,4,0.670886075949,2
60,3.93333333333,15.75,0,0.745762711864,1
74,4.45945945946,13.1666666667,2,0.783783783784,2
158,4.41772151899,15.2727272727,1,0.569620253165,2
72,4.16666666667,18.75,1,0.722222222222,1
61,4.14754098361,31.0,0,0.606557377049,1
114,4.06140350877,15.125,0,0.666666666667,2
53,4.39622641509,27.0,0,0.754716981132,1
63,4.20634920635,13.4,1,0.870967741935,1
164,4.00609756098,17.3,0,0.59756097561,0
23,4.17391304348,12.0,0,0.869565217391,1
43,4.62790697674,15.0,0,0.790697674419,1
90,4.05555555556,15.8333333333,0,0.639534883721,2
35,4.2,12.3333333333,0,0.857142857143,1
129,4.54263565891,19.2857142857,0,0.666666666667,2
105,4.47619047619,15.8571428571,0,0.609523809524,1
146,4.28082191781,21.7142857143,0,0.593103448276,3
155,4.23870967742,13.8333333333,2,0.525974025974,2
55,4.61818181818,14.5,2,0.709090909091,1
65,4.41538461538,13.8,0,0.646153846154,1
85,4.32941176471,22.0,0,0.670588235294,2
97,4.56701030928,14.7142857143,0,0.697916666667,2
133,4.31578947368,23.0,0,0.766917293233,2
164,4.39024390244,19.1111111111,0,0.601226993865,3
100,3.95,20.8,3,0.59595959596,2
48,4.3125,16.6666666667,0,0.708333333333,1
128,4.1328125,15.1111111111,0,0.515625,2
89,4.2808988764,12.0,0,0.61797752809,2
76,4.34210526316,26.0,0,0.736842105263,1
93,4.89247311828,14.1428571429,0,0.612903225806,2
118,3.78813559322,20.5,0,0.654545454545,2
73,4.38356164384,15.4,0,0.712328767123,0
112,4.40178571429,14.875,0,0.580357142857,2
28,4.0,28.0,0,0.785714285714,1
93,4.47311827957,14.1428571429,0,0.677777777778,1
55,4.23636363636,19.0,0,0.8,1
86,4.5,15.1666666667,0,0.674418604651,2
59,4.22033898305,12.6,0,0.745762711864,1
25,5.04,25.0,0,0.84,0
36,4.11111111111,12.6666666667,0,0.722222222222,1
108,4.28703703704,10.7272727273,0,0.654205607477,1
115,4.18260869565,39.0,1,0.626086956522,1
120,4.46666666667,24.8,0,0.625,2
132,4.37878787879,22.8333333333,0,0.598484848485,2
54,4.27777777778,14.25,0,0.703703703704,1
45,5.24444444444,15.6666666667,0,0.822222222222,1
123,4.44715447154,18.4285714286,0,0.63025210084,2
72,4.81944444444,24.6666666667,0,0.777777777778,1
138,2.76086956522,23.8333333333,0,0.584905660377,2
112,4.52678571429,13.3333333333,0,0.642857142857,3
274,3.36131386861,28.3,4,0.628712871287,3
75,4.32,15.8,0,0.72602739726,1
97,4.65979381443,20.2,0,0.628865979381,2
20,4.85,20.0,0,0.894736842105,0
141,4.68085106383,21.0,1,0.654676258993,1
129,4.67441860465,17.0,1,0.627906976744,1
148,4.29054054054,22.0,5,0.594594594595,2
255,4.78823529412,22.1666666667,0,0.602362204724,3
150,4.73333333333,19.625,0,0.606666666667,3
99,4.25252525253,25.5,0,0.631578947368,2
133,4.45864661654,23.0,0,0.571428571429,2
191,4.15706806283,18.2727272727,0,0.589189189189,3
71,4.43661971831,15.0,0,0.619718309859,1
14,3.42857142857,14.0,0,0.9,0
122,4.5737704918,18.2857142857,0,0.655737704918,2
59,4.71186440678,12.6,0,0.779661016949,1
56,4.08928571429,14.75,0,0.732142857143,0
153,3.95424836601,39.0,1,0.611111111111,3
50,3.92,25.5,0,0.729166666667,1
117,4.34188034188,17.5714285714,0,0.606837606838,2
75,4.28,25.6666666667,0,0.706666666667,2
64,4.109375,11.5,3,0.587301587302,1
95,5.11578947368,16.6666666667,0,0.684210526316,2
162,4.67283950617,18.8888888889,0,0.611111111111,3
81,4.72839506173,14.3333333333,0,0.740740740741,1
86,4.41860465116,18.0,0,0.720930232558,1
82,4.4756097561,17.2,0,0.719512195122,1
59,3.86440677966,30.0,0,0.71186440678,1
142,4.30985915493,15.1,0,0.613138686131,2
61,4.62295081967,9.57142857143,0,0.852459016393,1
34,4.20588235294,17.5,0,0.823529411765,1
107,3.90654205607,18.6666666667,0,0.644859813084,2
133,4.44360902256,17.5,2,0.609022556391,3
43,4.23255813953,15.0,0,0.790697674419,0
25,4.4,13.0,0,0.88,1
120,4.725,20.8333333333,2,0.666666666667,2
183,3.96174863388,17.5454545455,0,0.565714285714,2
116,4.46551724138,15.375,0,0.684210526316,3
23,4.0,12.0,0,0.869565217391,0
51,3.90196078431,11.0,1,0.745098039216,1
84,4.15476190476,21.75,0,0.666666666667,1
136,4.33823529412,12.25,5,0.639705882353,2
25,4.8,13.0,0,0.8,1
95,4.15789473684,14.4285714286,0,0.663157894737,2
57,3.85964912281,19.6666666667,0,0.642857142857,1
5,5.0,5.0,0,1.0,3
37,3.97297297297,19.0,0,0.705882352941,0
145,4.26896551724,19.0,0,0.598591549296,2
144,4.43055555556,29.6,0,0.555555555556,3
75,4.73333333333,10.25,0,0.733333333333,2
186,4.70430107527,21.5555555556,1,0.537634408602,2
27,4.33333333333,14.0,0,0.851851851852,1
39,4.58974358974,10.5,0,0.820512820513,1
110,4.22727272727,22.8,0,0.642201834862,2
29,4.1724137931,15.0,0,0.896551724138,1
103,4.81553398058,26.5,0,0.669902912621,2
113,4.57522123894,23.4,0,0.725663716814,1
97,4.09278350515,13.0,0,0.60824742268,1
126,4.51587301587,32.25,0,0.666666666667,2
47,4.6170212766,16.3333333333,0,0.808510638298,0
54,4.25925925926,14.25,0,0.777777777778,1
66,4.24242424242,17.25,0,0.651515151515,0
64,4.234375,13.6,0,0.734375,1
73,4.23287671233,13.0,0,0.657534246575,1
45,4.0,7.28571428571,0,0.822222222222,1
108,4.31481481481,18.8333333333,0,0.626168224299,1
69,4.55072463768,18.0,0,0.768115942029,1
115,4.37391304348,29.5,0,0.634782608696,2
75,4.38666666667,19.5,0,0.613333333333,2
44,3.84090909091,15.3333333333,0,0.840909090909,1
62,4.45161290323,13.2,0,0.725806451613,1
55,3.61818181818,19.0,0,0.860465116279,1
85,4.24705882353,15.0,0,0.702380952381,2
106,4.52830188679,18.5,0,0.669811320755,1
125,4.088,21.6666666667,0,0.56,2
154,4.19480519481,39.25,0,0.603896103896,2
180,4.38888888889,20.8888888889,4,0.59217877095,2
34,3.94117647059,12.0,0,0.676470588235,1
108,4.47222222222,16.2857142857,1,0.638888888889,2
105,4.2380952381,21.8,0,0.721153846154,2
98,4.51020408163,25.25,0,0.65306122449,1
145,4.0,29.8,0,0.584507042254,2
118,4.41525423729,14.0,0,0.550847457627,1
174,4.28735632184,18.3,0,0.597701149425,3
116,4.29310344828,17.4285714286,0,0.689655172414,2
24,4.70833333333,12.5,0,0.875,0
166,4.56626506024,19.3333333333,0,0.65243902439,3
54,4.46296296296,11.6,0,0.547169811321,0
20,4.75,7.33333333333,0,0.95,0
170,4.54705882353,13.0714285714,1,0.623529411765,3
47,4.1914893617,16.3333333333,0,0.744680851064,1
111,4.53153153153,16.7142857143,1,0.669811320755,3
89,4.5393258427,15.6666666667,1,0.685393258427,2
56,4.19642857143,14.75,0,0.696428571429,1
51,4.43137254902,9.33333333333,0,0.803921568627,0
39,4.79487179487,13.6666666667,0,0.74358974359,1
60,4.1,12.8,0,0.783333333333,1
182,4.13186813187,37.2,6,0.543956043956,2
102,4.26470588235,15.4285714286,0,0.558823529412,1
144,3.92361111111,24.8333333333,0,0.520833333333,3
164,4.51829268293,13.5384615385,0,0.552147239264,3
83,3.89156626506,14.6666666667,0,0.626506024096,1
62,3.54838709677,31.5,0,0.645161290323,1
24,4.0,12.5,0,0.833333333333,1
128,4.6484375,15.1111111111,0,0.59375,2
95,4.31578947368,12.75,1,0.673684210526,1
118,4.30508474576,20.5,0,0.709401709402,2
142,4.44366197183,16.6666666667,0,0.556338028169,2
60,4.36666666667,10.8333333333,0,0.661016949153,0
108,4.37037037037,16.2857142857,1,0.638888888889,2
112,4.24107142857,28.75,0,0.589285714286,2
73,4.72602739726,13.0,0,0.657534246575,2
56,3.5,19.3333333333,0,0.714285714286,1
95,3.74736842105,32.3333333333,2,0.559139784946,0
36,4.44444444444,12.6666666667,0,0.888888888889,0
72,4.83333333333,12.8333333333,0,0.746478873239,1
69,4.50724637681,14.6,0,0.768115942029,1
84,4.47619047619,11.375,0,0.75,1
80,4.125,20.75,0,0.714285714286,2
75,4.44,25.6666666667,0,0.613333333333,1
118,3.42372881356,40.0,0,0.544554455446,1
181,4.24309392265,16.0,0,0.502762430939,2
102,4.3431372549,15.4285714286,0,0.627450980392,2
64,4.25,16.75,0,0.730158730159,0
86,4.01162790698,29.3333333333,0,0.678571428571,1
97,4.46391752577,14.7142857143,0,0.666666666667,3
47,4.23404255319,10.2,0,0.787234042553,1
100,4.18,20.8,0,0.6,1
116,3.47413793103,39.3333333333,0,0.685393258427,2
103,4.40776699029,18.0,2,0.679611650485,2
150,4.78666666667,25.8333333333,0,0.526666666667,2
150,4.34666666667,17.5555555556,0,0.513333333333,3
62,4.87096774194,21.3333333333,0,0.629032258065,0
237,4.42194092827,24.6,0,0.56170212766,3
118,4.57627118644,15.625,0,0.635593220339,2
44,4.02272727273,8.16666666667,0,0.75,1
106,4.33018867925,11.5,0,0.688679245283,1
71,3.61971830986,36.0,3,0.619718309859,0
42,4.54761904762,21.5,0,0.880952380952,0
134,4.39552238806,9.3125,0,0.649253731343,2
142,4.04225352113,16.6666666667,0,0.610294117647,3
12,4.91666666667,6.5,0,0.916666666667,0
25,4.68,9.0,0,0.92,0
82,4.48780487805,17.2,0,0.646341463415,2
99,4.76767676768,13.25,0,0.646464646465,2
186,4.46774193548,14.2142857143,0,0.6,2
63,4.14285714286,11.3333333333,0,0.746031746032,1
202,4.52475247525,23.3333333333,0,0.594059405941,3
28,4.21428571429,10.0,0,0.785714285714,1
124,4.04032258065,18.5714285714,0,0.620967741935,2
37,4.16216216216,13.0,0,0.8,1
107,4.58878504673,18.6666666667,0,0.682242990654,1
123,4.24390243902,21.3333333333,0,0.569105691057,3
44,3.97727272727,22.5,1,0.790697674419,0
101,4.37623762376,15.2857142857,0,0.544554455446,1
67,4.53731343284,14.2,0,0.626865671642,1
144,4.22916666667,18.875,3,0.576388888889,2
13,4.92307692308,7.0,0,0.923076923077,0
48,4.0,24.5,0,0.729166666667,1
75,4.25333333333,25.6666666667,0,0.68,0
140,4.4,20.8571428571,0,0.6,3
22,3.72727272727,8.0,0,0.727272727273,0
2,3.5,2.0,0,1.0,1
136,4.05882352941,14.5,0,0.602941176471,2
214,4.23831775701,20.3636363636,0,0.481308411215,3
82,4.36585365854,28.0,0,0.707317073171,2
57,4.43859649123,29.0,0,0.771929824561,1
72,4.01388888889,36.5,0,0.625,1
60,4.46666666667,15.75,0,0.766666666667,1
43,4.53488372093,11.5,1,0.837209302326,1
183,4.28961748634,11.7058823529,0,0.546448087432,2
45,4.33333333333,23.0,0,0.622222222222,0
89,4.22471910112,15.6666666667,0,0.696629213483,2
123,4.21138211382,14.5555555556,0,0.577235772358,2
57,4.45614035088,19.6666666667,0,0.701754385965,0
66,4.56060606061,17.25,1,0.666666666667,0
36,3.83333333333,36.0,0,0.805555555556,1
98,4.78571428571,20.4,0,0.683673469388,2
80,3.675,27.3333333333,0,0.5875,1
24,3.91666666667,5.6,0,0.875,1
56,3.91071428571,14.75,0,0.660714285714,1
68,3.85294117647,17.75,0,0.617647058824,1
150,4.37333333333,50.6666666667,1,0.621621621622,3
92,4.13043478261,12.375,0,0.585365853659,2
119,4.08403361345,17.8571428571,2,0.677966101695,2
81,4.27160493827,17.0,0,0.654320987654,1
61,4.40983606557,21.0,0,0.737704918033,1
13,4.53846153846,7.0,0,0.846153846154,0
137,5.02919708029,16.1111111111,0,0.678832116788,2
146,4.20547945205,30.0,2,0.671232876712,3
46,3.82608695652,16.0,0,0.739130434783,1
141,4.26241134752,18.5,0,0.496453900709,2
54,4.57407407407,27.5,4,0.814814814815,0
46,4.63043478261,16.0,0,0.717391304348,1
65,3.93846153846,17.0,0,0.625,1
83,4.75903614458,14.6666666667,0,0.698795180723,2
159,4.42767295597,20.75,0,0.660377358491,3
68,4.42647058824,17.75,0,0.720588235294,0
166,4.45180722892,17.5,0,0.581818181818,3
17,4.52941176471,9.0,0,0.882352941176,1
77,4.07792207792,16.2,0,0.653333333333,0
72,4.13888888889,15.2,5,0.625,1
111,4.27027027027,23.0,0,0.642201834862,2
107,4.34579439252,27.5,0,0.719626168224,2
67,4.25373134328,17.5,2,0.671641791045,0
120,4.325,18.0,0,0.666666666667,2
40,4.2,20.5,1,0.85,1
116,4.03448275862,15.375,0,0.612068965517,1
81,3.9012345679,21.0,0,0.703703703704,1
131,5.06106870229,19.5714285714,0,0.557251908397,3
49,4.4693877551,17.0,0,0.795918367347,1
49,3.97959183673,17.0,0,0.775510204082,1
17,4.17647058824,9.0,0,0.882352941176,3
191,4.25130890052,39.0,2,0.591623036649,1
97,4.18556701031,25.0,0,0.673684210526,1
127,4.29921259843,19.0,0,0.48031496063,2
45,4.48888888889,15.6666666667,0,0.840909090909,0
14,2.92857142857,14.0,0,1.0,0
144,4.20833333333,21.4285714286,0,0.506944444444,2
35,4.85714285714,12.3333333333,0,0.771428571429,1
108,4.48148148148,27.75,1,0.644859813084,2
247,4.36032388664,23.3636363636,0,0.565573770492,3
149,4.67785234899,22.1428571429,1,0.587837837838,2
184,3.90217391304,27.1428571429,2,0.589887640449,3
40,4.075,20.5,0,0.85,1
25,4.56,13.0,0,0.84,1
47,4.14893617021,10.2,1,0.808510638298,0
105,4.4,18.3333333333,0,0.685714285714,2
33,4.90909090909,11.6666666667,0,0.787878787879,1
62,4.66129032258,21.3333333333,0,0.741935483871,1
132,4.66666666667,11.9166666667,0,0.681818181818,2
66,4.56060606061,22.6666666667,0,0.681818181818,1
33,4.21212121212,11.6666666667,0,0.878787878788,0
108,4.36111111111,18.8333333333,0,0.650485436893,2
104,4.49038461538,21.6,1,0.696078431373,1
80,4.5,10.875,0,0.708860759494,1
94,4.59574468085,16.5,0,0.648936170213,2
180,4.68888888889,12.1875,0,0.572222222222,0
165,5.03636363636,17.4,0,0.609756097561,3
91,4.31868131868,16.0,0,0.626373626374,1
